experiment,game_index,seed,label_a,label_b,p1_ai,p2_ai,p1_label,p2_label,winner_player,winner_ai,winner_label,first_attacker,trump_suit,rounds,p1_wounds,p2_wounds,tie_breaker,final_reason,hero_usage,drafted_heroes_p1,drafted_heroes_p2
Greedy_vs_Greedy,1947,5946,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Rohan,15,0,0,False,normal,"{'wormtongue': 1, 'nazgul': 1, 'legolas': 1, 'gandalf': 1, 'saruman': 1, 'gollum': 1, 'aragorn': 1, 'boromir': 1}","['boromir', 'nazgul', 'wormtongue', 'legolas']","['gandalf', 'saruman', 'aragorn', 'gollum']"
Greedy_vs_Greedy,1948,5947,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,15,0,0,False,normal,"{'legolas': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'aragorn': 1, 'boromir': 1}","['boromir', 'sauron', 'wormtongue', 'aragorn', 'gollum']","['galadriel', 'frodo', 'legolas']"
Greedy_vs_Greedy,1949,5948,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Gondor,17,0,0,False,normal,"{'saruman': 1, 'gollum': 1, 'legolas': 1, 'nazgul': 1, 'aragorn': 1}","['saruman', 'frodo', 'legolas', 'gollum']","['gandalf', 'balrog', 'nazgul', 'aragorn']"
Greedy_vs_Greedy,1950,5949,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Mordor,21,0,3,False,normal,"{'saruman': 1, 'gollum': 1, 'legolas': 1, 'galadriel': 1, 'sauron': 1, 'wormtongue': 1, 'aragorn': 1}","['saruman', 'frodo', 'legolas', 'gollum']","['galadriel', 'sauron', 'wormtongue', 'aragorn']"
Greedy_vs_Greedy,1951,5950,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Rohan,17,1,1,False,normal,"{'wormtongue': 1, 'nazgul': 1, 'gollum': 1, 'sauron': 1, 'boromir': 1, 'gandalf': 1}","['boromir', 'nazgul', 'wormtongue', 'gollum']","['galadriel', 'gandalf', 'sauron', 'frodo']"
Greedy_vs_Greedy,1952,5951,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Mordor,20,0,6,False,normal,"{'saruman': 1, 'gollum': 1, 'sauron': 1, 'wormtongue': 1, 'aragorn': 1, 'galadriel': 1}","['boromir', 'sauron', 'wormtongue', 'aragorn']","['galadriel', 'saruman', 'frodo', 'gollum']"
Greedy_vs_Greedy,1953,5952,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Shire,20,2,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'aragorn': 1, 'gandalf': 1, 'galadriel': 1}","['galadriel', 'gandalf', 'nazgul', 'wormtongue', 'aragorn']","['boromir', 'sauron', 'frodo']"
Greedy_vs_Greedy,1954,5953,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Mordor,18,0,2,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'saruman': 1, 'gandalf': 1}","['gandalf', 'sauron', 'nazgul', 'wormtongue']","['galadriel', 'balrog', 'saruman', 'frodo']"
Greedy_vs_Greedy,1955,5954,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Mordor,15,1,0,False,normal,"{'sauron': 1, 'nazgul': 1, 'gollum': 1, 'legolas': 1, 'boromir': 1}","['gandalf', 'sauron', 'frodo']","['boromir', 'balrog', 'nazgul', 'legolas', 'gollum']"
Greedy_vs_Greedy,1956,5955,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Shire,15,0,1,False,normal,"{'nazgul': 1, 'aragorn': 1, 'saruman': 1, 'wormtongue': 1, 'gollum': 1, 'legolas': 1}","['balrog', 'nazgul', 'aragorn']","['galadriel', 'saruman', 'wormtongue', 'legolas', 'gollum']"
Greedy_vs_Greedy,1957,5956,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Shire,13,0,0,False,normal,"{'wormtongue': 1, 'gollum': 1, 'sauron': 1, 'boromir': 1}","['boromir', 'balrog', 'wormtongue', 'gollum']","['galadriel', 'gandalf', 'sauron', 'frodo']"
Greedy_vs_Greedy,1958,5957,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,18,2,0,False,normal,"{'saruman': 1, 'gollum': 1, 'aragorn': 1, 'gandalf': 1, 'nazgul': 1, 'boromir': 1}","['galadriel', 'gandalf', 'nazgul', 'frodo']","['boromir', 'saruman', 'aragorn', 'gollum']"
Greedy_vs_Greedy,1959,5958,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Shire,16,2,0,False,normal,"{'saruman': 1, 'gollum': 1, 'legolas': 1, 'sauron': 1, 'wormtongue': 1, 'boromir': 1, 'gandalf': 1}","['gandalf', 'sauron', 'wormtongue']","['boromir', 'balrog', 'saruman', 'legolas', 'gollum']"
Greedy_vs_Greedy,1960,5959,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Gondor,16,0,0,False,normal,"{'sauron': 1, 'legolas': 1, 'nazgul': 1, 'boromir': 1, 'gandalf': 1}","['boromir', 'sauron', 'legolas']","['galadriel', 'gandalf', 'balrog', 'nazgul', 'frodo']"
Greedy_vs_Greedy,1961,5960,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Rohan,18,0,4,False,normal,"{'saruman': 1, 'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'aragorn': 1, 'boromir': 1}","['gandalf', 'saruman', 'frodo']","['boromir', 'sauron', 'nazgul', 'wormtongue', 'aragorn']"
Greedy_vs_Greedy,1962,5961,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Gondor,18,0,0,False,normal,"{'saruman': 1, 'wormtongue': 1, 'sauron': 1, 'nazgul': 1, 'gandalf': 1}","['gandalf', 'balrog', 'saruman', 'wormtongue']","['galadriel', 'sauron', 'nazgul', 'frodo']"
Greedy_vs_Greedy,1963,5962,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,18,3,0,False,normal,"{'nazgul': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'aragorn': 1, 'balrog': 1}","['sauron', 'wormtongue', 'aragorn', 'gollum']","['gandalf', 'balrog', 'nazgul', 'frodo']"
Greedy_vs_Greedy,1964,5963,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Shire,15,0,2,False,normal,"{'nazgul': 1, 'saruman': 1, 'wormtongue': 1, 'legolas': 1}","['gandalf', 'saruman', 'wormtongue', 'legolas']","['galadriel', 'balrog', 'nazgul', 'frodo']"
Greedy_vs_Greedy,1965,5964,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Rohan,16,0,0,False,normal,"{'nazgul': 1, 'aragorn': 1, 'gandalf': 1, 'gollum': 1, 'legolas': 1, 'boromir': 1}","['gandalf', 'balrog', 'frodo', 'legolas', 'gollum']","['boromir', 'nazgul', 'aragorn']"
Greedy_vs_Greedy,1966,5965,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Shire,16,2,0,False,normal,"{'saruman': 1, 'wormtongue': 1, 'legolas': 1, 'sauron': 1, 'nazgul': 1, 'gandalf': 1}","['gandalf', 'sauron', 'nazgul', 'frodo']","['balrog', 'saruman', 'wormtongue', 'legolas']"
Greedy_vs_Greedy,1967,5966,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Mordor,18,0,0,False,normal,"{'sauron': 1, 'gollum': 1, 'wormtongue': 1, 'nazgul': 1, 'aragorn': 1, 'boromir': 1}","['balrog', 'nazgul', 'wormtongue', 'aragorn']","['boromir', 'sauron', 'frodo', 'gollum']"
Greedy_vs_Greedy,1968,5967,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Rohan,18,1,0,False,normal,"{'sauron': 1, 'legolas': 1, 'nazgul': 1, 'aragorn': 1, 'galadriel': 1}","['galadriel', 'balrog', 'nazgul', 'aragorn']","['gandalf', 'sauron', 'frodo', 'legolas']"
Greedy_vs_Greedy,1969,5968,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Mordor,16,0,0,False,normal,"{'saruman': 1, 'wormtongue': 1, 'gollum': 1, 'legolas': 1, 'gandalf': 1}","['gandalf', 'balrog', 'wormtongue', 'legolas', 'gollum']","['galadriel', 'saruman', 'frodo']"
Greedy_vs_Greedy,1970,5969,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Mordor,15,1,0,False,normal,"{'wormtongue': 1, 'aragorn': 1, 'nazgul': 1, 'legolas': 1}","['gandalf', 'balrog', 'wormtongue', 'aragorn']","['galadriel', 'nazgul', 'frodo', 'legolas']"
Greedy_vs_Greedy,1971,5970,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,15,3,0,False,normal,"{'saruman': 1, 'legolas': 1, 'gollum': 1, 'aragorn': 1, 'boromir': 1}","['galadriel', 'balrog', 'aragorn', 'gollum']","['boromir', 'saruman', 'frodo', 'legolas']"
Greedy_vs_Greedy,1972,5971,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Rohan,15,2,0,False,normal,"{'wormtongue': 1, 'legolas': 1, 'gollum': 1, 'boromir': 1}","['galadriel', 'gandalf', 'frodo', 'gollum']","['boromir', 'balrog', 'wormtongue', 'legolas']"
Greedy_vs_Greedy,1973,5972,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Shire,18,0,2,False,normal,"{'sauron': 1, 'nazgul': 1, 'legolas': 1, 'boromir': 1}","['galadriel', 'gandalf', 'balrog', 'nazgul', 'legolas']","['boromir', 'sauron', 'frodo']"
Greedy_vs_Greedy,1974,5973,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Mordor,17,0,0,False,normal,"{'sauron': 1, 'gollum': 1, 'aragorn': 1, 'saruman': 1, 'wormtongue': 1, 'gandalf': 1}","['gandalf', 'balrog', 'saruman', 'wormtongue']","['galadriel', 'sauron', 'aragorn', 'gollum']"
Greedy_vs_Greedy,1975,5974,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Shire,19,0,0,False,normal,"{'sauron': 1, 'gollum': 1, 'legolas': 1, 'nazgul': 1, 'aragorn': 1}","['balrog', 'nazgul', 'aragorn']","['boromir', 'sauron', 'frodo', 'legolas', 'gollum']"
Greedy_vs_Greedy,1976,5975,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Mordor,19,0,0,False,normal,"{'sauron': 1, 'nazgul': 1, 'gollum': 1, 'boromir': 1, 'gandalf': 1}","['boromir', 'sauron', 'frodo']","['galadriel', 'gandalf', 'balrog', 'nazgul', 'gollum']"
Greedy_vs_Greedy,1977,5976,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Shire,13,0,0,False,normal,"{'legolas': 1, 'sauron': 1, 'wormtongue': 1, 'aragorn': 1}","['gandalf', 'sauron', 'wormtongue', 'aragorn']","['boromir', 'balrog', 'frodo', 'legolas']"
Greedy_vs_Greedy,1978,5977,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Rohan,18,1,0,False,normal,"{'saruman': 1, 'wormtongue': 1, 'nazgul': 1, 'gollum': 1, 'aragorn': 1}","['balrog', 'nazgul', 'wormtongue', 'aragorn', 'gollum']","['galadriel', 'saruman', 'frodo']"
Greedy_vs_Greedy,1979,5978,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Gondor,21,0,5,False,normal,"{'saruman': 1, 'boromir': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'aragorn': 1}","['galadriel', 'saruman', 'frodo']","['boromir', 'sauron', 'wormtongue', 'aragorn', 'gollum']"
Greedy_vs_Greedy,1980,5979,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Rohan,20,0,5,False,normal,"{'saruman': 1, 'aragorn': 1, 'gandalf': 1, 'sauron': 1, 'nazgul': 1, 'balrog': 1}","['boromir', 'balrog', 'saruman', 'aragorn']","['gandalf', 'sauron', 'nazgul', 'frodo']"
Greedy_vs_Greedy,1981,5980,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Shire,16,0,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'saruman': 1, 'gollum': 1, 'legolas': 1, 'boromir': 1}","['gandalf', 'saruman', 'legolas', 'gollum']","['boromir', 'sauron', 'nazgul', 'wormtongue']"
Greedy_vs_Greedy,1982,5981,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Rohan,16,0,6,False,normal,"{'sauron': 1, 'aragorn': 1, 'saruman': 1, 'legolas': 1, 'gandalf': 1, 'balrog': 1}","['boromir', 'balrog', 'saruman', 'frodo', 'legolas']","['gandalf', 'sauron', 'aragorn']"
Greedy_vs_Greedy,1983,5982,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Mordor,17,0,0,False,normal,"{'saruman': 1, 'wormtongue': 1, 'aragorn': 1, 'sauron': 1, 'boromir': 1}","['galadriel', 'balrog', 'saruman', 'wormtongue', 'aragorn']","['boromir', 'sauron', 'frodo']"
Greedy_vs_Greedy,1984,5983,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,17,1,0,False,normal,"{'saruman': 1, 'legolas': 1, 'wormtongue': 1, 'gollum': 1, 'aragorn': 1, 'gandalf': 1}","['gandalf', 'balrog', 'wormtongue', 'aragorn', 'gollum']","['saruman', 'frodo', 'legolas']"
Greedy_vs_Greedy,1985,5984,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Gondor,21,0,2,False,normal,"{'gollum': 1, 'legolas': 1, 'sauron': 1, 'wormtongue': 1, 'aragorn': 1, 'boromir': 1}","['boromir', 'frodo', 'legolas', 'gollum']","['galadriel', 'sauron', 'wormtongue', 'aragorn']"
Greedy_vs_Greedy,1986,5985,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Mordor,16,0,0,False,normal,"{'wormtongue': 1, 'gollum': 1, 'legolas': 1, 'saruman': 1, 'boromir': 1, 'gandalf': 1}","['boromir', 'saruman', 'frodo']","['gandalf', 'balrog', 'wormtongue', 'legolas', 'gollum']"
Greedy_vs_Greedy,1987,5986,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Gondor,22,3,0,False,normal,"{'saruman': 1, 'boromir': 1, 'aragorn': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'gandalf': 1}","['boromir', 'sauron', 'wormtongue', 'gollum']","['gandalf', 'balrog', 'saruman', 'aragorn']"
Greedy_vs_Greedy,1988,5987,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Rohan,21,0,2,False,normal,"{'saruman': 1, 'wormtongue': 1, 'sauron': 1, 'nazgul': 1, 'aragorn': 1, 'gandalf': 1, 'galadriel': 1}","['boromir', 'saruman', 'wormtongue']","['galadriel', 'gandalf', 'sauron', 'nazgul', 'aragorn']"
Greedy_vs_Greedy,1989,5988,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Mordor,21,5,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'gollum': 1, 'balrog': 1, 'gandalf': 1}","['gandalf', 'sauron', 'wormtongue']","['boromir', 'balrog', 'nazgul', 'frodo', 'gollum']"
Greedy_vs_Greedy,1990,5989,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Gondor,19,2,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'gollum': 1, 'saruman': 1, 'legolas': 1}","['galadriel', 'sauron', 'nazgul', 'wormtongue', 'gollum']","['balrog', 'saruman', 'legolas']"
Greedy_vs_Greedy,1991,5990,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Rohan,19,0,1,False,normal,"{'saruman': 1, 'wormtongue': 1, 'gollum': 1, 'legolas': 1, 'sauron': 1, 'nazgul': 1, 'aragorn': 1}","['sauron', 'nazgul', 'aragorn']","['balrog', 'saruman', 'wormtongue', 'legolas', 'gollum']"
Greedy_vs_Greedy,1992,5991,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Gondor,16,2,2,False,normal,"{'sauron': 1, 'wormtongue': 1, 'aragorn': 1, 'gandalf': 1, 'saruman': 1, 'legolas': 1}","['sauron', 'wormtongue', 'aragorn']","['gandalf', 'balrog', 'saruman', 'frodo', 'legolas']"
Greedy_vs_Greedy,1993,5992,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Shire,16,0,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'gollum': 1, 'boromir': 1, 'gandalf': 1}","['galadriel', 'gandalf', 'nazgul', 'wormtongue', 'gollum']","['boromir', 'sauron', 'frodo']"
Greedy_vs_Greedy,1994,5993,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Shire,17,0,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'aragorn': 1, 'nazgul': 1, 'legolas': 1}","['galadriel', 'nazgul', 'frodo', 'legolas']","['sauron', 'wormtongue', 'aragorn', 'gollum']"
Greedy_vs_Greedy,1995,5994,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Shire,15,0,0,False,normal,"{'saruman': 1, 'boromir': 1, 'sauron': 1, 'nazgul': 1, 'gollum': 1, 'gandalf': 1}","['galadriel', 'gandalf', 'saruman']","['boromir', 'sauron', 'nazgul', 'frodo', 'gollum']"
Greedy_vs_Greedy,1996,5995,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P1,Rohan,18,0,1,False,normal,"{'sauron': 1, 'legolas': 1, 'boromir': 1, 'saruman': 1, 'wormtongue': 1, 'gollum': 1, 'aragorn': 1}","['sauron', 'frodo', 'legolas']","['boromir', 'saruman', 'wormtongue', 'aragorn', 'gollum']"
Greedy_vs_Greedy,1997,5996,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,12,0,0,False,normal,"{'wormtongue': 1, 'aragorn': 1, 'legolas': 1, 'boromir': 1, 'gandalf': 1}","['galadriel', 'gandalf', 'balrog', 'frodo', 'legolas']","['boromir', 'wormtongue', 'aragorn']"
Greedy_vs_Greedy,1998,5997,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P2,Greedy,Greedy,P2,Gondor,17,1,0,False,normal,"{'sauron': 1, 'nazgul': 1, 'aragorn': 1, 'saruman': 1, 'wormtongue': 1, 'legolas': 1, 'gandalf': 1, 'boromir': 1}","['boromir', 'saruman', 'wormtongue', 'legolas']","['gandalf', 'sauron', 'nazgul', 'aragorn']"
Greedy_vs_Greedy,1999,5998,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P1,Shire,18,0,6,False,normal,"{'saruman': 1, 'gandalf': 1, 'legolas': 1, 'nazgul': 1, 'gollum': 1}","['galadriel', 'saruman', 'legolas']","['gandalf', 'balrog', 'nazgul', 'frodo', 'gollum']"
Greedy_vs_Greedy,2000,5999,Greedy,Greedy,Greedy,Greedy,Greedy,Greedy,P1,Greedy,Greedy,P2,Shire,17,2,0,False,normal,"{'sauron': 1, 'wormtongue': 1, 'nazgul': 1, 'gandalf': 1}","['galadriel', 'gandalf', 'balrog', 'nazgul', 'wormtongue']","['boromir', 'sauron', 'frodo']"
Strategic_vs_Strategic,1,7000,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Rohan,19,1,3,False,normal,"{'saruman': 1, 'legolas': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'gandalf': 1}","['gandalf', 'sauron', 'wormtongue', 'gollum']","['galadriel', 'balrog', 'saruman', 'legolas']"
Strategic_vs_Strategic,2,7001,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Rohan,17,0,1,False,normal,"{'saruman': 1, 'gollum': 1, 'sauron': 1, 'wormtongue': 1, 'aragorn': 1, 'gandalf': 1}","['gandalf', 'sauron', 'wormtongue', 'aragorn']","['galadriel', 'saruman', 'frodo', 'gollum']"
Strategic_vs_Strategic,3,7002,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P2,Strategic,Strategic,P2,Gondor,18,4,0,False,normal,"{'nazgul': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1, 'gandalf': 1, 'balrog': 1}","['gandalf', 'sauron', 'wormtongue', 'gollum']","['boromir', 'balrog', 'nazgul', 'frodo']"
Strategic_vs_Strategic,4,7003,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Gondor,12,0,6,False,normal,"{'sauron': 1, 'nazgul': 1, 'aragorn': 1, 'saruman': 1, 'gandalf': 1, 'legolas': 1}","['galadriel', 'saruman', 'frodo', 'legolas']","['gandalf', 'sauron', 'nazgul', 'aragorn']"
Strategic_vs_Strategic,5,7004,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P1,Shire,16,0,1,False,normal,"{'sauron': 1, 'nazgul': 1, 'aragorn': 1, 'saruman': 1, 'legolas': 1, 'boromir': 1}","['boromir', 'sauron', 'nazgul', 'aragorn']","['balrog', 'saruman', 'frodo', 'legolas']"
Strategic_vs_Strategic,6,7005,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Shire,18,0,3,False,normal,"{'nazgul': 1, 'aragorn': 1, 'legolas': 1, 'gandalf': 1, 'balrog': 1, 'galadriel': 1}","['boromir', 'balrog', 'frodo', 'legolas']","['galadriel', 'gandalf', 'nazgul', 'aragorn']"
Strategic_vs_Strategic,7,7006,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Rohan,17,0,6,False,normal,"{'sauron': 1, 'wormtongue': 1, 'aragorn': 1, 'gollum': 1, 'nazgul': 1, 'legolas': 1}","['galadriel', 'nazgul', 'frodo', 'legolas']","['sauron', 'wormtongue', 'aragorn', 'gollum']"
Strategic_vs_Strategic,8,7007,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P2,Strategic,Strategic,P2,Shire,15,2,0,False,normal,"{'saruman': 1, 'wormtongue': 1, 'gollum': 1, 'sauron': 1, 'nazgul': 1, 'legolas': 1, 'gandalf': 1}","['gandalf', 'sauron', 'nazgul', 'legolas']","['galadriel', 'saruman', 'wormtongue', 'gollum']"
Strategic_vs_Strategic,9,7008,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Mordor,18,0,3,False,normal,"{'saruman': 1, 'wormtongue': 1, 'nazgul': 1, 'gollum': 1, 'boromir': 1, 'gandalf': 1}","['galadriel', 'gandalf', 'nazgul', 'gollum']","['boromir', 'balrog', 'saruman', 'wormtongue']"
Strategic_vs_Strategic,10,7009,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Rohan,13,0,6,False,normal,"{'sauron': 1, 'legolas': 1, 'wormtongue': 1, 'aragorn': 1, 'gandalf': 1, 'balrog': 1}","['boromir', 'balrog', 'wormtongue', 'aragorn']","['gandalf', 'sauron', 'frodo', 'legolas']"
Strategic_vs_Strategic,11,7010,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P2,Strategic,Strategic,P2,Mordor,18,0,0,False,normal,"{'sauron': 1, 'nazgul': 1, 'aragorn': 1, 'saruman': 1, 'boromir': 1, 'gandalf': 1}","['gandalf', 'saruman', 'frodo']","['boromir', 'balrog', 'sauron', 'nazgul', 'aragorn']"
Strategic_vs_Strategic,12,7011,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P2,Strategic,Strategic,P1,Shire,14,2,0,False,normal,"{'sauron': 1, 'gollum': 1, 'wormtongue': 1, 'legolas': 1, 'gandalf': 1, 'boromir': 1}","['gandalf', 'sauron', 'frodo', 'gollum']","['boromir', 'balrog', 'wormtongue', 'legolas']"
Strategic_vs_Strategic,13,7012,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P1,Shire,11,0,6,False,normal,"{'saruman': 1, 'legolas': 1, 'nazgul': 1, 'aragorn': 1, 'gollum': 1}","['boromir', 'saruman', 'frodo', 'legolas']","['balrog', 'nazgul', 'aragorn', 'gollum']"
Strategic_vs_Strategic,14,7013,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P1,Gondor,17,0,2,False,normal,"{'saruman': 1, 'aragorn': 1, 'boromir': 1, 'sauron': 1, 'wormtongue': 1, 'gollum': 1}","['galadriel', 'balrog', 'saruman', 'aragorn']","['boromir', 'sauron', 'wormtongue', 'gollum']"
Strategic_vs_Strategic,15,7014,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P1,Shire,14,1,1,False,normal,"{'wormtongue': 1, 'aragorn': 1, 'sauron': 1, 'legolas': 1, 'gandalf': 1, 'boromir': 1}","['galadriel', 'gandalf', 'wormtongue', 'aragorn']","['boromir', 'sauron', 'frodo', 'legolas']"
Strategic_vs_Strategic,16,7015,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P2,Strategic,Strategic,P2,Shire,12,2,0,False,normal,"{'saruman': 1, 'gollum': 1, 'nazgul': 1, 'legolas': 1}","['galadriel', 'balrog', 'nazgul', 'legolas']","['boromir', 'saruman', 'frodo', 'gollum']"
Strategic_vs_Strategic,17,7016,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P2,Strategic,Strategic,P1,Gondor,14,1,0,False,normal,"{'saruman': 1, 'legolas': 1, 'sauron': 1, 'nazgul': 1, 'boromir': 1, 'gandalf': 1}","['galadriel', 'gandalf', 'saruman', 'legolas']","['boromir', 'balrog', 'sauron', 'nazgul']"
Strategic_vs_Strategic,18,7017,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,P1,Strategic,Strategic,P2,Mordor,17,0,2,False,normal,"{'sauron': 1, 'legolas': 1, 'nazgul': 1, 'aragorn': 1, 'boromir': 1, 'galadriel': 1}","['boromir', 'nazgul', 'aragorn']","['galadriel', 'balrog', 'sauron', 'frodo', 'legolas']"
